         4502012 function calls (4491405 primitive calls) in 32.785 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        2    0.000    0.000    0.000    0.000 {posix.uname}
        1    0.000    0.000    0.000    0.000 _SetLoggerLevel.py:2(<module>)
        1    0.000    0.000    0.000    0.000 release_cache.py:34(<module>)
        2    0.000    0.000    0.001    0.000 tcpros_service.py:543(__init__)
      563    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
        2    0.000    0.000    0.001    0.001 pyparsing.py:1906(__init__)
       16    0.000    0.000    0.000    0.000 rostime.py:357(__mul__)
       37    0.000    0.000    0.000    0.000 xmlrpclib.py:181(_stringify)
       83    0.000    0.000    0.000    0.000 pyparsing.py:1487(__str__)
       19    0.000    0.000    0.003    0.000 __init__.py:1288(handle)
        1    0.000    0.000    0.001    0.001 distribution_file.py:34(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
       18    0.000    0.000    0.001    0.000 abc.py:105(register)
       86    0.000    0.000    0.000    0.000 rfc822.py:214(islast)
        1    0.000    0.000    0.000    0.000 case.py:131(TestCase)
       57    0.000    0.000    0.000    0.000 __init__.py:710(release)
        1    0.000    0.000    0.000    0.000 config.py:140(_install_handlers)
       66    0.000    0.000    0.000    0.000 pyparsing.py:318(__getitem__)
        8    0.000    0.000    0.001    0.000 decorator.py:199(create)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:3442(_makeTags)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 geo.py:514(LambertAxes)
        3    0.000    0.000    0.021    0.007 machar.py:98(__init__)
        1    0.000    0.000    0.000    0.000 appdirs.py:30(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:242(Figure)
       34    0.000    0.000    0.000    0.000 __init__.py:205(_acquireLock)
       86    0.000    0.000    0.000    0.000 six.py:105(__init__)
       38    0.000    0.000    0.001    0.000 __init__.py:723(format)
        4    0.000    0.000    0.002    0.000 tempfile.py:235(_mkstemp_inner)
       14    0.000    0.000    0.000    0.000 re.py:208(escape)
       38    0.000    0.000    0.000    0.000 __init__.py:312(getMessage)
       86    0.000    0.000    0.000    0.000 {method 'readline' of 'cStringIO.StringO' objects}
        1    0.000    0.000    0.000    0.000 serializer.py:2(<module>)
       18    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        1    0.000    0.000    0.000    0.000 _TopicStatistics.py:2(<module>)
        5    0.000    0.000    0.000    0.000 getlimits.py:245(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:120(install_repl_displayhook)
       10    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
       18    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
     19/7    0.000    0.000    0.000    0.000 pyparsing.py:2647(streamline)
       11    0.000    0.000    0.000    0.000 core.py:34(rd_debug)
        1    0.000    0.000    0.000    0.000 image.py:63(_AxesImageBase)
        1    0.000    0.000    0.000    0.000 Tkinter.py:428(Misc)
        1    0.000    0.000    0.001    0.001 texmanager.py:89(TexManager)
      217    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
      130    0.000    0.000    0.000    0.000 {method 'ljust' of 'unicode' objects}
       24    0.000    0.000    0.000    0.000 random.py:273(choice)
       45    0.000    0.000    0.000    0.000 {math.atan2}
       25    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 _CameraInfo.py:2(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:23(GeoAxes)
      125    0.000    0.000    0.000    0.000 six.py:86(__init__)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ByteMultiArray.py:2(<module>)
       21    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:370(raw_decode)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
       54    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 dependency_graph.py:30(<module>)
        1    0.000    0.000    0.000    0.000 msg.py:35(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:610(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 redhat.py:31(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 composer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:107(Legend)
        1    0.000    0.000    0.000    0.000 client.py:350(get_master)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1781(parseImpl)
       39    0.000    0.000    0.000    0.000 __init__.py:1574(unpack_labeled_data)
       17    0.000    0.000    0.000    0.000 rostime.py:162(__gt__)
        8    0.000    0.000    0.000    0.000 decorator.py:151(update)
        8    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 loader.py:34(<module>)
        1    0.000    0.000    0.012    0.012 core.py:164(read_style_directory)
       40    0.000    0.000    0.000    0.000 __init__.py:1145(debug)
        1    0.000    0.000    0.000    0.000 _UInt16MultiArray.py:2(<module>)
       47    0.000    0.000    0.000    0.000 docstring.py:48(update)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 tcpros_base.py:182(_create_server_sock)
        2    0.000    0.000    0.002    0.001 random.py:100(seed)
       17    0.000    0.000    0.000    0.000 httplib.py:562(close)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3260(_escapeRegexRangeChars)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
       22    0.000    0.000    0.000    0.000 locale.py:449(_parse_localename)
        1    0.000    0.000    0.000    0.000 _Imu.py:2(<module>)
      104    0.000    0.000    0.000    0.000 pyparsing.py:1443(setWhitespaceChars)
        7    0.000    0.000    0.000    0.000 os_detect.py:126(__init__)
       22    0.000    0.000    0.001    0.000 contextlib.py:15(__enter__)
       13    0.000    0.000    0.000    0.000 pyparsing.py:771(_trim_arity)
       29    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        1    0.000    0.000    0.038    0.038 rospkg_loader.py:78(load_view)
        1    0.000    0.000    0.000    0.000 config.py:183(_install_loggers)
       14    0.000    0.000    0.003    0.000 rcsetup.py:737(validate_cycler)
        1    0.000    0.000    0.000    0.000 names.py:37(<module>)
       35    0.000    0.000    0.000    0.000 minidom.py:644(__init__)
        1    0.000    0.000    0.038    0.038 rospkg_loader.py:107(get_loadable_views)
       34    0.000    0.000    0.000    0.000 __init__.py:214(_releaseLock)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:183(_socketobject)
       11    0.000    0.000    0.000    0.000 urlparse.py:160(_splitnetloc)
       35    0.000    0.000    0.000    0.000 expatbuilder.py:801(end_element_handler)
     10/2    0.000    0.000    0.001    0.000 pyparsing.py:2392(parseImpl)
        1    0.000    0.000    0.000    0.000 text.py:177(Text)
       29    0.000    0.000    0.001    0.000 posixpath.py:372(realpath)
       22    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        4    0.000    0.000    0.006    0.002 client.py:450(get_param)
       16    0.000    0.000    0.000    0.000 rostime.py:347(__sub__)
      111    0.000    0.000    0.000    0.000 pyparsing.py:2517(<genexpr>)
       51    0.000    0.000    0.000    0.000 rcsetup.py:180(validate_int)
       24    0.000    0.000    0.000    0.000 pyparsing.py:1878(parseImpl)
        6    0.000    0.000    0.000    0.000 {_locale.setlocale}
       19    0.000    0.000    0.001    0.000 __init__.py:948(emit)
        1    0.000    0.000    0.000    0.000 _TwistWithCovariance.py:2(<module>)
       26    0.000    0.000    0.000    0.000 rospack.py:74(_ros_flag)
       11    0.000    0.000    0.003    0.000 core.py:136(rospyinfo)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3027(__init__)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
       46    0.000    0.000    0.000    0.000 topics.py:351(has_connections)
        1    0.000    0.000    0.000    0.000 path.py:13(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _MarkerArray.py:2(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1749(parseImpl)
       21    0.000    0.000    0.000    0.000 threading.py:1143(currentThread)
       16    0.000    0.000    0.000    0.000 pyparsing.py:769(_trim_arity)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:71(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:490(PYFUNCTYPE)
     12/1    0.000    0.000    0.000    0.000 xmlrpclib.py:711(dump_array)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:941(__init__)
        7    0.000    0.000    0.000    0.000 {filter}
        3    0.000    0.000    0.000    0.000 decimal.py:3783(__init__)
       19    0.000    0.000    0.000    0.000 __init__.py:70(<lambda>)
       18    0.000    0.000    0.000    0.000 pyparsing.py:486(__iadd__)
        1    0.000    0.000    0.000    0.000 model.py:39(<module>)
        1    0.000    0.000    0.000    0.000 _PointCloud2.py:2(<module>)
        1    0.000    0.000    0.000    0.000 BaseHTTPServer.py:18(<module>)
       82    0.000    0.000    0.000    0.000 pyparsing.py:277(__new__)
       18    0.000    0.000    0.000    0.000 ConfigParser.py:570(__getitem__)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:883(setParseAction)
       15    0.000    0.000    0.001    0.000 __init__.py:2138(normalize_path)
       17    0.000    0.000    0.000    0.000 xmlrpclib.py:795(close)
        4    0.000    0.000    0.000    0.000 {posix.unlink}
        1    0.000    0.000    0.000    0.000 _Log.py:2(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       57    0.000    0.000    0.000    0.000 __init__.py:607(filter)
       13    0.000    0.000    0.000    0.000 cycler.py:65(__init__)
       38    0.000    0.000    0.000    0.000 pyparsing.py:1058(resetCache)
       23    0.000    0.000    0.000    0.000 __init__.py:331(ge)
       78    0.000    0.000    0.000    0.000 pyparsing.py:401(haskeys)
      218    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
        8    0.000    0.000    0.000    0.000 six.py:91(__get__)
        2    0.000    0.000    0.000    0.000 threading.py:647(__init__)
       11    0.000    0.000    0.000    0.000 {zip}
       23    0.000    0.000    0.000    0.000 __init__.py:297(report)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
       15    0.000    0.000    0.000    0.000 rostime.py:146(__lt__)
        5    0.000    0.000    0.002    0.000 topics.py:923(close)
      8/4    0.000    0.000    0.000    0.000 pyparsing.py:2261(leaveWhitespace)
      210    0.000    0.000    0.000    0.000 {unichr}
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        5    0.000    0.000    0.001    0.000 topics.py:895(__init__)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
       17    0.000    0.000    0.000    0.000 xmlrpclib.py:1618(__getattr__)
      187    0.000    0.000    0.000    0.000 pyparsing.py:1730(<genexpr>)
        1    0.000    0.000    0.000    0.000 roslogging.py:163(__init__)
       51    0.000    0.000    0.000    0.000 six.py:173(_add_module)
       45    0.000    0.000    0.000    0.000 {method 'truncate' of 'cStringIO.StringO' objects}
       11    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
       35    0.000    0.000    0.000    0.000 package.py:422(_check_known_attributes)
       64    0.000    0.000    0.000    0.000 pyparsing.py:950(preParse)
        6    0.000    0.000    0.000    0.000 rcsetup.py:200(validate_fonttype)
       19    0.000    0.000    0.000    0.000 process.py:59(current_process)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:334(HammerAxes)
       12    0.000    0.000    0.000    0.000 codecs.py:442(read)
        1    0.000    0.000    0.000    0.000 axes3d.py:42(Axes3D)
        1    0.000    0.000    0.000    0.000 _subplots.py:160(subplot_class_factory)
        5    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
     15/9    0.000    0.000    0.001    0.000 pyparsing.py:2334(copy)
        1    0.000    0.000    0.000    0.000 _TwistStamped.py:2(<module>)
       17    0.000    0.000    0.000    0.000 xmlrpclib.py:560(close)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
       11    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
       17    0.000    0.000    0.032    0.002 xmlrpclib.py:1242(__call__)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
       30    0.000    0.000    0.000    0.000 _PoseArray.py:245(_get_struct_3I)
      113    0.000    0.000    0.000    0.000 pyparsing.py:2387(<genexpr>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        2    0.000    0.000    0.004    0.002 platform.py:1142(uname)
       99    0.000    0.000    0.000    0.000 cycler.py:114(<genexpr>)
        1    0.000    0.000    0.000    0.000 scale.py:619(get_scale_docs)
        1    0.000    0.000    0.007    0.007 lookup.py:538(create_rosdep_view)
        1    0.000    0.000    0.000    0.000 _Quaternion.py:2(<module>)
       17    0.000    0.000    0.001    0.000 pyparsing.py:846(setResultsName)
        1    0.000    0.000    0.000    0.000 transforms.py:248(BboxBase)
        1    0.000    0.000    0.000    0.000 _Int64.py:2(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
       17    0.000    0.000    0.000    0.000 xmlrpclib.py:609(__init__)
        1    0.000    0.000    0.057    0.057 __init__.py:608(__init__)
       14    0.000    0.000    0.000    0.000 urllib.py:1109(splituser)
        1    0.000    0.000    0.000    0.000 _LookupTransformActionGoal.py:2(<module>)
        8    0.000    0.000    0.000    0.000 numeric.py:2676(geterr)
       82    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
        4    0.000    0.000    0.000    0.000 gzip.py:248(read)
        1    0.000    0.000    0.000    0.000 static_transform_broadcaster.py:33(<module>)
        1    0.000    0.000    0.000    0.000 Dialog.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:129(<dictcomp>)
       36    0.000    0.000    0.000    0.000 threading.py:59(__init__)
      136    0.000    0.000    0.000    0.000 rcsetup.py:57(func)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3398(<lambda>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       12    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _Int64MultiArray.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _LookupTransformActionFeedback.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _Float32MultiArray.py:2(<module>)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
     11/5    0.000    0.000    0.001    0.000 pyparsing.py:2673(leaveWhitespace)
       87    0.000    0.000    0.000    0.000 pyparsing.py:1481(streamline)
       13    0.000    0.000    0.005    0.000 six.py:78(_import_module)
        4    0.000    0.000    0.007    0.002 topics.py:604(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:338(parser)
        1    0.000    0.000    0.000    0.000 msproxy.py:40(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:446(usesTime)
       11    0.000    0.000    0.000    0.000 sources_list.py:260(matches)
        1    0.000    0.000    0.000    0.000 github.py:34(<module>)
       10    0.000    0.000    0.000    0.000 rcsetup.py:271(__call__)
        1    0.000    0.000    0.012    0.012 core.py:1(<module>)
        2    0.000    0.000    0.000    0.000 codecs.py:856(open)
        6    0.000    0.000    0.000    0.000 decimal.py:514(__new__)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:157(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       14    0.000    0.000    0.000    0.000 urllib.py:1092(splithost)
        1    0.000    0.000    0.002    0.002 simtime.py:71(init_simtime)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:232(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2854(__init__)
        1    0.000    0.000    0.000    0.000 masterslave.py:165(ROSHandler)
        4    0.000    0.000    0.000    0.000 registration.py:472(publisher_update)
        1    0.000    0.000    0.000    0.000 path.py:31(Path)
        1    0.000    0.000    0.000    0.000 _Odometry.py:2(<module>)
       11    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2688(Menu)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
      153    0.000    0.000    0.000    0.000 {method 'find' of 'unicode' objects}
        4    0.000    0.000    0.000    0.000 environment.py:179(_compute_package_paths)
        1    0.000    0.000    0.003    0.003 decomp_schur.py:1(<module>)
        4    0.000    0.000    0.000    0.000 six.py:191(load_module)
        7    0.000    0.000    0.000    0.000 threading.py:242(Condition)
     22/8    0.000    0.000    0.001    0.000 pyparsing.py:2622(parseImpl)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1784(__str__)
        3    0.000    0.000    0.000    0.000 six.py:195(load_module)
      265    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       80    0.000    0.000    0.000    0.000 docstring.py:100(copy)
        1    0.000    0.000    0.000    0.000 _AccelWithCovariance.py:2(<module>)
       24    0.000    0.000    0.000    0.000 constructor.py:149(add_constructor)
       17    0.000    0.000    0.000    0.000 xmlrpclib.py:1439(send_user_agent)
        1    0.000    0.000    0.000    0.000 _LookupTransformGoal.py:2(<module>)
       12    0.000    0.000    0.000    0.000 masterslave.py:110(check_validates)
        1    0.000    0.000    0.000    0.000 pickle.py:833(Unpickler)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       13    0.000    0.000    0.000    0.000 cycler.py:13(_process_keys)
      220    0.000    0.000    0.000    0.000 pyparsing.py:953(postParse)
       45    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 exceptions.py:32(<module>)
        1    0.000    0.000    0.000    0.000 _Temperature.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _GetMapActionFeedback.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _Range.py:2(<module>)
        6    0.000    0.000    0.001    0.000 pyparsing.py:3047(__init__)
        1    0.000    0.000    0.000    0.000 _Image.py:2(<module>)
        1    0.000    0.000    0.000    0.000 simple_action_server.py:31(<module>)
        1    0.000    0.000    0.000    0.000 simtime.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _GetMapActionGoal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _GetMapActionResult.py:2(<module>)
        3    0.000    0.000    0.000    0.000 gzip.py:285(_read)
       18    0.000    0.000    0.000    0.000 re.py:284(_subx)
        1    0.000    0.000    0.000    0.000 minidom.py:1902(_get_StringIO)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
      250    0.000    0.000    0.000    0.000 {imp.acquire_lock}
        6    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 axis.py:609(Axis)
        4    0.000    0.000    0.491    0.123 launcher.py:54(load_manifest)
       13    0.000    0.000    0.000    0.000 cycler.py:279(cycler)
        1    0.000    0.000    0.000    0.000 paramserver.py:33(<module>)
        1    0.000    0.000    0.004    0.004 topics.py:1158(close_all)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1431(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 Image.py:478(Image)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _NavSatStatus.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2003(__str__)
       23    0.000    0.000    0.001    0.000 core.py:6329(__init__)
        1    0.000    0.000    0.000    0.000 rep3.py:28(<module>)
        1    0.000    0.000    0.000    0.000 _MapMetaData.py:2(<module>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:3421(<genexpr>)
        1    0.000    0.000    0.000    0.000 _MultiDOFJointState.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _LaserScan.py:2(<module>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:3376(<genexpr>)
        1    0.000    0.000    0.000    0.000 _OccupancyGrid.py:2(<module>)
      250    0.000    0.000    0.000    0.000 {imp.release_lock}
        1    0.000    0.000    0.000    0.000 rrule.py:1169(_rrulestr)
        1    0.000    0.000    0.000    0.000 _Wrench.py:2(<module>)
       94    0.000    0.000    0.000    0.000 pyparsing.py:3503(<genexpr>)
       21    0.000    0.000    0.000    0.000 core.py:37(is_style_file)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2923(Text)
       12    0.000    0.000    0.000    0.000 pyparsing.py:496(__iadd__)
        4    0.000    0.000    0.000    0.000 network.py:106(get_address_override)
       10    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
       40    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.000    0.000 _Illuminance.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _PointCloud.py:2(<module>)
       23    0.000    0.000    0.000    0.000 os_detect.py:578(register_default)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3268(oneOf)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 _Char.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _TwistWithCovarianceStamped.py:2(<module>)
       55    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 _NavSatFix.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _InertiaStamped.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:235(getdoc)
        1    0.000    0.000    0.000    0.000 _Header.py:2(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:2149(_is_unpacked_egg)
        1    0.000    0.000    0.000    0.000 _ColorRGBA.py:2(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:717(start)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1360(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 _Vector3Stamped.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _LookupTransformResult.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _GetMapFeedback.py:2(<module>)
      187    0.000    0.000    0.000    0.000 pyparsing.py:1698(<genexpr>)
        1    0.000    0.000    0.000    0.000 _LookupTransformFeedback.py:2(<module>)
        4    0.000    0.000    0.006    0.002 statistics.py:52(is_enabled)
        1    0.000    0.000    0.000    0.000 collections.py:36(Collection)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        5    0.000    0.000    0.000    0.000 ConfigParser.py:274(options)
        1    0.000    0.000    0.000    0.000 _MultiEchoLaserScan.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _GridCells.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _Vector3.py:2(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 geo.py:414(MollweideAxes)
        1    0.000    0.000    0.000    0.000 lookup.py:315(create_from_rospkg)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
       26    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _Path.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _GetMapResult.py:2(<module>)
       54    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 stack_manifest.py:41(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:165(<genexpr>)
      130    0.000    0.000    0.000    0.000 xmlrpclib.py:919(end_value)
        9    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 _Byte.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:241(Verbose)
        4    0.000    0.000    0.002    0.000 tempfile.py:490(TemporaryFile)
        1    0.000    0.000    0.000    0.000 _Inertia.py:2(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:77(Artist)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _Float64MultiArray.py:2(<module>)
        1    0.000    0.000    0.000    0.000 path.py:1014(_define_deprecated_functions)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.000    0.000 _TFMessage.py:2(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 _JoyFeedback.py:2(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:665(__init__)
        1    0.000    0.000    0.000    0.000 _QuaternionStamped.py:2(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:620(_newname)
       17    0.000    0.000    0.000    0.000 mimetools.py:50(parseplist)
       95    0.000    0.000    0.000    0.000 pyparsing.py:168(<genexpr>)
        1    0.000    0.000    0.000    0.000 _PoseWithCovarianceStamped.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _MagneticField.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ChannelFloat32.py:2(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:775(Bbox)
       76    0.000    0.000    0.000    0.000 pyparsing.py:2353(<genexpr>)
        1    0.000    0.000    0.000    0.000 _AccelWithCovarianceStamped.py:2(<module>)
        9    0.000    0.000    0.000    0.000 cbook.py:53(_generate_deprecation_message)
       11    0.000    0.000    0.003    0.000 transport.py:101(close)
        1    0.000    0.000    0.000    0.000 __init__.py:346(__init__)
        3    0.000    0.000    0.000    0.000 {method 'uniform' of 'mtrand.RandomState' objects}
        6    0.000    0.000    0.000    0.000 tcpros_pubsub.py:398(_closed_connection_callback)
        1    0.000    0.000    0.000    0.000 mathtext.py:663(BakomaFonts)
    12/11    0.000    0.000    0.000    0.000 pyparsing.py:2429(__str__)
        1    0.000    0.000    0.000    0.000 rrule.py:1071(rruleset)
        1    0.000    0.000    0.000    0.000 _UInt8.py:2(<module>)
       36    0.000    0.000    0.000    0.000 {method 'readline' of 'file' objects}
        1    0.000    0.000    0.000    0.000 _Twist.py:2(<module>)
