         4502012 function calls (4491405 primitive calls) in 32.785 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:294(loads)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:198(RendererBase)
        4    0.000    0.000    0.005    0.001 six.py:112(_resolve)
        7    0.000    0.000    0.000    0.000 legend_handler.py:135(__init__)
       21    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
       22    0.000    0.000    0.000    0.000 {method 'rfind' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:392(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 buffer.py:37(Buffer)
        2    0.000    0.000    0.000    0.000 os_detect.py:175(__init__)
        2    0.000    0.000    0.001    0.001 pyparsing.py:1096(parseString)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 afm.py:341(AFM)
        1    0.000    0.000    0.000    0.000 pyplot.py:71(_backend_selection)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 font_manager.py:597(FontProperties)
        1    0.000    0.000    0.000    0.000 mathtext.py:3051(MathTextParser)
        1    0.000    0.000    0.000    0.000 tcpros_base.py:210(init_tcpros_server)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2664(NavigationToolbar2)
       11    0.000    0.000    0.000    0.000 sources_list.py:242(tags)
        4    0.000    0.000    0.000    0.000 rcsetup.py:449(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 package.py:374(_get_package_xml)
       40    0.000    0.000    0.000    0.000 sources_list.py:236(url)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 broadcaster.py:33(<module>)
       15    0.000    0.000    0.000    0.000 _TFMessage.py:315(_get_struct_3d)
        3    0.000    0.000    0.000    0.000 rcsetup.py:493(validate_corner_mask)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        2    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 threading.py:597(wait)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3179(nakagami_gen)
        2    0.000    0.000    0.000    0.000 ssl.py:305(__new__)
        2    0.000    0.000    0.000    0.000 font_manager.py:987(make_rcparams_key)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1063(enablePackrat)
        3    0.000    0.000    0.000    0.000 sre_parse.py:822(expand_template)
        4    0.000    0.000    0.000    0.000 __init__.py:212(_declare_state)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:395(Quiver)
       17    0.000    0.000    0.000    0.000 socket.py:296(flush)
        4    0.000    0.000    0.000    0.000 core.py:89(doc_note)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
       35    0.000    0.000    0.000    0.000 tcpros_base.py:477(fileno)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:630(Element)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
       18    0.000    0.000    0.000    0.000 pyparsing.py:373(__bool__)
        4    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:271(ParseResults)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:44(DOMBuilder)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:442(get_build_platform)
        1    0.000    0.000    0.000    0.000 os_detect.py:590(detect_os)
        1    0.000    0.000    0.000    0.000 threading.py:1015(daemon)
        1    0.000    0.000    0.000    0.000 markers.py:249(Marker)
        1    0.000    0.000    0.000    0.000 dates.py:1338(MicrosecondLocator)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1519(__init__)
       12    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:855(ToolTip)
        1    0.000    0.000    0.000    0.000 __init__.py:673(_get_data_path)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3076(__init__)
       24    0.000    0.000    0.000    0.000 {method 'rstrip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2917(_initialize)
        1    0.000    0.000    0.000    0.000 dates.py:1200(MonthLocator)
        2    0.000    0.000    0.000    0.000 network.py:270(get_host_name)
        1    0.000    0.000    0.000    0.000 tarfile.py:924(TarInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lookup.py:175(__init__)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.001    0.001 transform_broadcaster.py:43(__init__)
        2    0.000    0.000    0.000    0.000 expatbuilder.py:821(reset)
        4    0.000    0.000    0.000    0.000 sources_list.py:621(load_view)
        4    0.000    0.000    0.000    0.000 sources_list.py:645(get_view_dependencies)
        2    0.000    0.000    0.000    0.000 locale.py:610(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 mathtext.py:545(TruetypeFonts)
        3    0.000    0.000    0.000    0.000 rcsetup.py:528(validate_hinting)
        3    0.000    0.000    0.000    0.000 package.py:322(__str__)
        2    0.000    0.000    0.000    0.000 mlab.py:3024(__init__)
        1    0.000    0.000    0.000    0.000 _ode.py:694(vode)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 catkin_packages.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 BaseHTTPServer.py:114(BaseHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        6    0.000    0.000    0.000    0.000 six.py:572(itervalues)
        5    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        4    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 timer.py:52(__init__)
        1    0.000    0.000    0.000    0.000 platform.py:390(_popen)
       39    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 <string>:1(FlignerResult)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        3    0.000    0.000    0.000    0.000 network.py:243(use_ipv6)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        2    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        4    0.000    0.000    0.000    0.000 __init__.py:1298(addHandler)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2005(Grid)
        2    0.000    0.000    0.000    0.000 tcpros_base.py:363(__init__)
        5    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 <string>:1(LinregressResult)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1429(suppress)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:174(install)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
       15    0.000    0.000    0.000    0.000 _TFMessage.py:303(_get_struct_4d)
       94    0.000    0.000    0.000    0.000 pyparsing.py:3457(<genexpr>)
        2    0.000    0.000    0.004    0.002 platform.py:1279(system)
        1    0.000    0.000    0.000    0.000 transforms.py:1108(Transform)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1224(close)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
        1    0.000    0.000    0.000    0.000 buffer_client.py:47(BufferClient)
        5    0.000    0.000    0.000    0.000 collections.py:117(keys)
        1    0.000    0.000    0.000    0.000 sources_list.py:269(create_default)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 registration.py:187(__init__)
        1    0.000    0.000    0.000    0.000 backend_managers.py:46(ToolManager)
        1    0.000    0.000    0.000    0.000 my_ros_independent_class.py:3(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2258(CompositeGenericTransform)
        1    0.000    0.000    0.003    0.003 version.py:191(Version)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        9    0.000    0.000    0.000    0.000 rcsetup.py:582(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
       15    0.000    0.000    0.000    0.000 _TFMessage.py:299(_get_struct_I)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
       17    0.000    0.000    0.000    0.000 model.py:98(get_view_data)
        1    0.000    0.000    0.000    0.000 transforms.py:1633(AffineBase)
        1    0.000    0.000    0.000    0.000 axis.py:1970(YAxis)
       27    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:524(FigureManagerTkAgg)
        1    0.000    0.000    0.000    0.000 string.py:250(strip)
        1    0.000    0.000    0.000    0.000 spines.py:22(Spine)
        2    0.000    0.000    0.000    0.000 tcpros_service.py:257(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:36(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(manifest_mod)
        1    0.000    0.000    0.000    0.000 <string>:1(Ks_2sampResult)
        1    0.000    0.000    0.000    0.000 minidom.py:1474(Document)
        1    0.000    0.000    0.000    0.000 posixpath.py:82(split)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 zipfile.py:709(ZipFile)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        4    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 <string>:1(BinnedStatistic2dResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(ParseResults)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:297(__init__)
        2    0.000    0.000    0.117    0.059 __init__.py:2912(_call_aside)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 rostime.py:51(TVal)
        2    0.000    0.000    0.000    0.000 codecs.py:666(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1006(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:285(read)
        1    0.000    0.000    0.000    0.000 contour.py:748(ContourSet)
        1    0.000    0.000    0.000    0.000 cbook.py:1009(mkdirs)
        1    0.000    0.000    0.000    0.000 minidom.py:293(_write_data)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 httplib.py:725(HTTPConnection)
        1    0.000    0.000    0.000    0.000 tz.py:215(tzfile)
        2    0.000    0.000    0.000    0.000 __init__.py:17(register)
        1    0.000    0.000    0.000    0.000 <string>:1(RanksumsResult)
        1    0.000    0.000    0.000    0.000 __init__.py:1095(_fixupChildren)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 simple_action_client.py:46(SimpleActionClient)
        1    0.000    0.000    0.000    0.000 _GoalStatus.py:11(GoalStatus)
        1    0.000    0.000    0.000    0.000 kalman_filter.py:16(MarkerEstimation)
        5    0.000    0.000    0.000    0.000 pyparsing.py:2127(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
       27    0.000    0.000    0.000    0.000 decimal.py:3817(<genexpr>)
       23    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {zlib.crc32}
        1    0.000    0.000    0.044    0.044 core.py:278(configure_logging)
       17    0.000    0.000    0.000    0.000 ConfigParser.py:657(_interpolate)
        4    0.000    0.000    0.000    0.000 os.py:512(getenv)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
       16    0.000    0.000    0.000    0.000 decorator.py:217(<genexpr>)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.copyto}
        1    0.000    0.000    0.000    0.000 <string>:1(DescribeResult)
        1    0.000    0.000    0.000    0.000 py3k.py:71(sixu)
        4    0.000    0.000    0.000    0.000 legend_handler.py:165(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:27(Tick)
        1    0.000    0.000    0.000    0.000 _linprog.py:16(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2915(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3120(delimitedList)
       14    0.000    0.000    0.000    0.000 manifest.py:258(__init__)
        1    0.000    0.000    0.000    0.000 installers.py:48(InstallerContext)
        3    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        3    0.000    0.000    0.000    0.000 __init__.py:718(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 transforms.py:1781(Affine2D)
        1    0.000    0.000    0.000    0.000 threading.py:700(_set_daemon)
        9    0.000    0.000    0.000    0.000 extras.py:231(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
        1    0.000    0.000    0.000    0.000 _internal.py:226(_ctypes)
        8    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 masterslave.py:333(_shutdown)
        1    0.000    0.000    0.000    0.000 mathtext.py:3072(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 sysconfig.py:51(_python_build)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 core.py:514(register_signals)
        1    0.000    0.000    0.000    0.000 legend_handler.py:506(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:507(tzrange)
        1    0.000    0.000    0.000    0.000 threading.py:1026(setDaemon)
        1    0.000    0.000    0.000    0.000 text.py:1275(TextWithDash)
        1    0.000    0.000    0.001    0.001 broadcaster.py:41(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1439(NullProvider)
       30    0.000    0.000    0.000    0.000 decorator.py:59(__iter__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:17(Gcf)
       40    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 _abcoll.py:24(_hasattr)
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 geo.py:258(AitoffTransform)
        1    0.000    0.000    0.491    0.491 launcher.py:84(_generate_python_path)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:26(PolarTransform)
       37    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       17    0.000    0.000    0.000    0.000 xmlrpclib.py:1426(send_host)
        2    0.000    0.000    0.000    0.000 sources_list.py:642(get_loadable_views)
        1    0.000    0.000    0.000    0.000 dates.py:732(DateLocator)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 <string>:1(HistogramResult)
        4    0.000    0.000    0.000    0.000 __init__.py:969(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:14(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 minidom.py:1037(writexml)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        4    0.000    0.000    0.000    0.000 gzip.py:150(_check_closed)
        1    0.000    0.000    0.000    0.000 <string>:1(SigmaclipResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Anderson_ksampResult)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:463(FilterVisibilityController)
        1    0.000    0.000    0.000    0.000 dates.py:455(DateFormatter)
        1    0.000    0.000    0.007    0.007 package.py:402(parse_package)
        1    0.000    0.000    0.000    0.000 <string>:1(BinnedStatisticResult)
        1    0.000    0.000    0.000    0.000 <string>:1(AndersonResult)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 representer.py:139(SafeRepresenter)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 _ode.py:475(complex_ode)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(CumfreqResult)
        1    0.000    0.000    0.000    0.000 <string>:1(BartlettResult)
        2    0.000    0.000    0.000    0.000 network.py:246(get_bind_address)
        1    0.000    0.000    0.000    0.000 triangulation.py:11(Triangulation)
        1    0.000    0.000    0.001    0.001 config.py:350(BaseConfigurator)
        1    0.000    0.000    0.000    0.000 gzip.py:190(_init_read)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1825(charsAsStr)
        1    0.000    0.000    0.000    0.000 transforms.py:2055(BlendedGenericTransform)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3378(<genexpr>)
        2    0.000    0.000    0.000    0.000 names.py:160(ns_join)
        1    0.000    0.000    0.000    0.000 xmlrpc.py:153(XmlRpcNode)
        6    0.000    0.000    0.001    0.000 <decorator-gen-1>:1(non_reentrant)
        6    0.000    0.000    0.000    0.000 ElementPath.py:73(xpath_tokenizer)
        1    0.000    0.000    0.000    0.000 cbook.py:1055(RingBuffer)
        1    0.000    0.000    0.000    0.000 status_tracker.py:30(<module>)
        1    0.000    0.000    0.000    0.000 client.py:174(_init_node_params)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 table.py:40(Cell)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1409(__invert__)
        1    0.000    0.000    0.000    0.000 {posix.getcwdu}
        1    0.000    0.000    0.061    0.061 reader.py:47(Reader)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 ssl.py:495(_get_https_context_factory)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:350(beta_gen)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        4    0.000    0.000    0.000    0.000 client.py:435(_init_param_server)
        1    0.000    0.000    0.000    0.000 <string>:1(RepeatedResults)
        1    0.000    0.000    0.045    0.045 lookup.py:580(get_rosdep_view)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 environment.py:139(get_log_dir)
       26    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        2    0.000    0.000    0.000    0.000 masterslave.py:200(_is_registered)
        2    0.000    0.000    0.001    0.000 tcpros_base.py:223(start_tcpros_server)
        1    0.000    0.000    0.000    0.000 collections.py:121(values)
        4    0.000    0.000    0.000    0.000 atexit.py:37(register)
       12    0.000    0.000    0.000    0.000 masterslave.py:96(apivalidate)
        5    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
       10    0.000    0.000    0.000    0.000 patches.py:1802(<genexpr>)
        1    0.000    0.000    0.000    0.000 widgets.py:1136(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 config.py:91(_resolve)
        1    0.000    0.000    0.000    0.000 <string>:1(Mean)
        1    0.000    0.000    0.000    0.000 {zlib.decompressobj}
       29    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(RelfreqResult)
        1    0.000    0.000    0.000    0.000 <string>:1(AnsariResult)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 dates.py:799(RRuleLocator)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3323(<genexpr>)
        1    0.000    0.000    0.001    0.001 SimpleXMLRPCServer.py:424(SimpleXMLRPCRequestHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:637(SysLogHandler)
        4    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 cbook.py:869(Sorter)
        3    0.000    0.000    0.000    0.000 rcsetup.py:565(validate_sketch)
        1    0.000    0.000    0.000    0.000 parser.py:196(parserinfo)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2146(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2742(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1712(DraggableOffsetBox)
        1    0.000    0.000    0.001    0.001 expatbuilder.py:932(parseString)
        1    0.000    0.000    0.000    0.000 aptdistro.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(NormaltestResult)
        1    0.000    0.000    0.000    0.000 pyplot.py:1932(colormaps)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2932(__ilshift__)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 _multivariate.py:2250(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(SkewtestResult)
       12    0.000    0.000    0.000    0.000 sre_parse.py:139(__delitem__)
        1    0.000    0.000    0.000    0.000 dviread.py:43(Dvi)
        1    0.000    0.000    0.000    0.000 table.py:154(CustomCell)
        1    0.000    0.000    0.000    0.000 <string>:1(SpearmanrResult)
       11    0.000    0.000    0.000    0.000 xmlrpclib.py:952(__call__)
       17    0.000    0.000    0.000    0.000 xmlrpclib.py:809(xml)
        1    0.000    0.000    0.000    0.000 <string>:1(FriedmanchisquareResult)
        1    0.000    0.000    0.000    0.000 patches.py:2650(_Base)
        1    0.000    0.000    0.000    0.000 artist.py:1018(ArtistInspector)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ModeResult)
        1    0.000    0.000    0.000    0.000 offsetbox.py:980(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 minidom.py:33(Node)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3286(<lambda>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:294(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2358(setResultsName)
        1    0.000    0.000    0.000    0.000 contour.py:57(ContourLabeler)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:895(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:269(set_level)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3764(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 patches.py:2388(FancyBboxPatch)
        2    0.000    0.000    0.000    0.000 threading.py:297(_acquire_restore)
        1    0.000    0.000    0.000    0.000 widgets.py:65(Widget)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(ZipProvider)
       12    0.000    0.000    0.000    0.000 {vars}
        1    0.000    0.000    0.000    0.000 offsetbox.py:1256(OffsetImage)
        1    0.000    0.000    0.000    0.000 <string>:1(LeveneResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_1sampResult)
        1    0.000    0.000    0.000    0.000 SimpleXMLRPCServer.py:160(SimpleXMLRPCDispatcher)
        1    0.000    0.000    0.000    0.000 manifest.py:325(__init__)
        1    0.000    0.000    0.000    0.000 rostime.py:78(from_sec)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2511(rv_discrete)
        1    0.000    0.000    0.000    0.000 urllib.py:120(URLopener)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
        3    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:445(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 httplib.py:369(HTTPResponse)
        1    0.000    0.000    0.000    0.000 transforms.py:1512(TransformWrapper)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 __init__.py:2113(file_ns_handler)
        1    0.000    0.000    0.000    0.000 Tkconstants.py:4(<module>)
       24    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(KurtosistestResult)
        1    0.000    0.000    0.000    0.000 transforms.py:58(TransformNode)
       11    0.000    0.000    0.000    0.000 registration.py:174(get_registration_listeners)
        4    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 <string>:1(Variance)
        2    0.000    0.000    0.002    0.001 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 handlers.py:58(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        4    0.000    0.000    0.000    0.000 sources_list.py:656(get_source)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1390(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 dates.py:594(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 quiver.py:227(QuiverKey)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1517(Polynomial)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2859(parseImpl)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 tcpros_base.py:117(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2963(__lshift__)
        1    0.000    0.000    0.000    0.000 patches.py:1795(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 os_detect.py:408(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(F_onewayResult)
       29    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 offsetbox.py:706(TextArea)
        2    0.000    0.000    0.000    0.000 tcpros_base.py:233(get_tcpros_server_address)
        1    0.000    0.000    0.000    0.000 figure.py:59(AxesStack)
        1    0.000    0.000    0.000    0.000 __init__.py:605(WorkingSet)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2178(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 os.py:136(makedirs)
        1    0.000    0.000    0.000    0.000 listener.py:48(Transformer)
        1    0.000    0.000    0.000    0.000 <string>:1(PointbiserialrResult)
        1    0.000    0.000    0.000    0.000 parser.py:33(_timelex)
        2    0.000    0.000    0.000    0.000 getlimits.py:270(max)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:133(ExpatBuilder)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        4    0.000    0.000    0.000    0.000 minidom.py:820(_get_attributes)
        1    0.000    0.000    0.000    0.000 <string>:1(KendalltauResult)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
